Name	iCh	iFr	Fr(Hz)	Cos	Sin	Amp	PVal
Project	      11	      94	  46.500	  -0.009	   0.001	   0.009	   0.241
Project	      11	      95	  47.000	   0.003	   0.000	   0.003	   0.857
Project	      11	      96	  47.500	  -0.003	  -0.004	   0.005	   0.548
Project	      11	      97	  48.000	   0.003	   0.005	   0.006	   0.443
Project	      11	      98	  48.500	  -0.002	  -0.002	   0.003	   0.768
Project	      11	      99	  49.000	  -0.004	  -0.001	   0.004	   0.690
Project	      11	     100	  49.500	   0.000	  -0.001	   0.001	   0.977
Project	      11	     101	  50.000	   0.001	  -0.006	   0.006	   0.372
Project	      11	     102	  50.500	  -0.000	   0.001	   0.001	   0.621
Project	      11	     103	  51.000	   0.000	   0.000	   0.000	   0.698
Project	      11	     104	  51.500	   0.000	   0.000	   0.000	   0.762
Project	      11	     105	  52.000	   0.000	   0.000	   0.000	   0.754
Project	      12	       1	   0.000	  -2.484	   0.000	   2.484	   0.000
Project	      12	       2	   0.500	   0.208	   0.123	   0.241	   0.023
Project	      12	       3	   1.000	  -0.018	   0.017	   0.025	   0.894
Project	      12	       4	   1.500	  -0.061	  -0.030	   0.067	   0.276
Project	      12	       5	   2.000	   0.206	  -0.042	   0.210	   0.000
Project	      12	       6	   2.500	  -0.017	  -0.011	   0.020	   0.789
Project	      12	       7	   3.000	  -0.012	  -0.034	   0.036	   0.424
Project	      12	       8	   3.500	  -0.054	   0.019	   0.057	   0.068
Project	      12	       9	   4.000	  -0.022	  -0.073	   0.076	   0.016
Project	      12	      10	   4.500	   0.016	   0.007	   0.018	   0.780
Project	      12	      11	   5.000	  -0.027	   0.020	   0.033	   0.423
Project	      12	      12	   5.500	  -0.019	  -0.012	   0.022	   0.590
Project	      12	      13	   6.000	   0.001	   0.028	   0.028	   0.485
Project	      12	      14	   6.500	   0.040	   0.027	   0.048	   0.089
Project	      12	      15	   7.000	   0.008	  -0.025	   0.026	   0.469
Project	      12	      16	   7.500	   0.024	   0.025	   0.035	   0.208
Project	      12	      17	   8.000	  -0.047	   0.039	   0.061	   0.010
Project	      12	      18	   8.500	  -0.009	   0.035	   0.036	   0.136
Project	      12	      19	   9.000	  -0.002	   0.030	   0.030	   0.249
Project	      12	      20	   9.500	  -0.019	   0.005	   0.020	   0.540
Project	      12	      21	  10.000	   0.028	  -0.047	   0.054	   0.043
Project	      12	      22	  10.500	  -0.026	  -0.005	   0.026	   0.319
Project	      12	      23	  11.000	   0.019	   0.039	   0.043	   0.040
Project	      12	      24	  11.500	  -0.011	  -0.019	   0.022	   0.361
Project	      12	      25	  12.000	   0.001	   0.011	   0.011	   0.663
Project	      12	      26	  12.500	  -0.012	   0.004	   0.013	   0.480
Project	      12	      27	  13.000	   0.008	  -0.009	   0.012	   0.552
Project	      12	      28	  13.500	   0.004	   0.003	   0.005	   0.870
Project	      12	      29	  14.000	   0.008	   0.006	   0.010	   0.595
Project	      12	      30	  14.500	  -0.015	   0.008	   0.017	   0.246
Project	      12	      31	  15.000	  -0.012	   0.012	   0.017	   0.267
Project	      12	      32	  15.500	   0.002	  -0.003	   0.004	   0.936
Project	      12	      33	  16.000	   0.001	  -0.004	   0.004	   0.938
Project	      12	      34	  16.500	   0.001	  -0.012	   0.012	   0.586
Project	      12	      35	  17.000	   0.000	  -0.002	   0.002	   0.982
Project	      12	      36	  17.500	   0.022	   0.003	   0.022	   0.104
Project	      12	      37	  18.000	  -0.003	  -0.001	   0.003	   0.951
Project	      12	      38	  18.500	   0.014	   0.002	   0.015	   0.357
Project	      12	      39	  19.000	  -0.000	  -0.016	   0.016	   0.346
Project	      12	      40	  19.500	   0.015	   0.015	   0.021	   0.229
Project	      12	      41	  20.000	  -0.004	  -0.002	   0.004	   0.945
Project	      12	      42	  20.500	  -0.008	   0.017	   0.018	   0.304
Project	      12	      43	  21.000	  -0.003	  -0.010	   0.010	   0.654
Project	      12	      44	  21.500	  -0.008	   0.010	   0.012	   0.511
Project	      12	      45	  22.000	  -0.016	  -0.022	   0.027	   0.028
Project	      12	      46	  22.500	  -0.008	   0.001	   0.008	   0.741
Project	      12	      47	  23.000	   0.007	  -0.019	   0.021	   0.141
Project	      12	      48	  23.500	   0.017	   0.020	   0.026	   0.020
Project	      12	      49	  24.000	  -0.002	  -0.030	   0.030	   0.001
Project	      12	      50	  24.500	   0.007	   0.004	   0.008	   0.580
Project	      12	      51	  25.000	   0.004	  -0.009	   0.010	   0.428
Project	      12	      52	  25.500	  -0.001	  -0.004	   0.004	   0.877
Project	      12	      53	  26.000	  -0.001	   0.011	   0.011	   0.281
Project	      12	      54	  26.500	  -0.001	   0.002	   0.002	   0.953
Project	      12	      55	  27.000	   0.007	  -0.003	   0.008	   0.472
Project	      12	      56	  27.500	   0.000	  -0.003	   0.003	   0.885
Project	      12	      57	  28.000	   0.008	  -0.004	   0.009	   0.335
Project	      12	      58	  28.500	  -0.002	   0.003	   0.003	   0.871
Project	      12	      59	  29.000	  -0.004	   0.005	   0.006	   0.581
Project	      12	      60	  29.500	  -0.001	  -0.001	   0.001	   0.991
Project	      12	      61	  30.000	   0.013	  -0.003	   0.013	   0.119
Project	      12	      62	  30.500	   0.003	  -0.002	   0.004	   0.817
Project	      12	      63	  31.000	  -0.004	  -0.001	   0.004	   0.765
Project	      12	      64	  31.500	   0.009	  -0.003	   0.010	   0.156
Project	      12	      65	  32.000	   0.003	   0.003	   0.004	   0.752
Project	      12	      66	  32.500	   0.000	   0.000	   0.001	   0.993
Project	      12	      67	  33.000	   0.001	   0.007	   0.007	   0.384
Project	      12	      68	  33.500	  -0.001	  -0.002	   0.003	   0.858
Project	      12	      69	  34.000	  -0.000	   0.012	   0.012	   0.035
Project	      12	      70	  34.500	  -0.005	   0.006	   0.008	   0.167
Project	      12	      71	  35.000	  -0.005	  -0.001	   0.005	   0.523
Project	      12	      72	  35.500	   0.002	   0.002	   0.003	   0.759
Project	      12	      73	  36.000	   0.007	  -0.009	   0.012	   0.066
Project	      12	      74	  36.500	  -0.005	   0.003	   0.006	   0.349
Project	      12	      75	  37.000	  -0.004	   0.001	   0.004	   0.717
Project	      12	      76	  37.500	  -0.000	   0.006	   0.006	   0.400
Project	      12	      77	  38.000	  -0.005	  -0.002	   0.005	   0.531
Project	      12	      78	  38.500	  -0.005	   0.001	   0.005	   0.444
Project	      12	      79	  39.000	   0.002	   0.002	   0.003	   0.734
Project	      12	      80	  39.500	   0.005	   0.003	   0.006	   0.383
Project	      12	      81	  40.000	   0.008	  -0.018	   0.020	   0.001
Project	      12	      82	  40.500	   0.002	  -0.006	   0.006	   0.257
Project	      12	      83	  41.000	  -0.000	  -0.001	   0.001	   0.954
Project	      12	      84	  41.500	   0.003	  -0.003	   0.004	   0.517
Project	      12	      85	  42.000	   0.005	   0.001	   0.005	   0.456
Project	      12	      86	  42.500	  -0.009	  -0.004	   0.009	   0.102
Project	      12	      87	  43.000	  -0.003	   0.000	   0.003	   0.789
Project	      12	      88	  43.500	   0.004	  -0.001	   0.004	   0.519
Project	      12	      89	  44.000	  -0.006	   0.007	   0.010	   0.048
Project	      12	      90	  44.500	  -0.002	   0.008	   0.008	   0.155
Project	      12	      91	  45.000	  -0.003	   0.000	   0.003	   0.706
Project	      12	      92	  45.500	   0.000	   0.004	   0.004	   0.617
Project	      12	      93	  46.000	   0.000	   0.004	   0.004	   0.608
Project	      12	      94	  46.500	  -0.007	   0.004	   0.008	   0.120
Project	      12	      95	  47.000	   0.002	  -0.002	   0.003	   0.720
Project	      12	      96	  47.500	  -0.003	  -0.002	   0.004	   0.537
Project	      12	      97	  48.000	  -0.003	  -0.000	   0.003	   0.742
Project	      12	      98	  48.500	   0.002	   0.002	   0.003	   0.718
Project	      12	      99	  49.000	  -0.002	  -0.007	   0.007	   0.124
Project	      12	     100	  49.500	   0.002	   0.004	   0.005	   0.491
Project	      12	     101	  50.000	  -0.001	   0.003	   0.004	   0.600
Project	      12	     102	  50.500	   0.000	   0.000	   0.000	   0.809
Project	      12	     103	  51.000	   0.000	   0.000	   0.000	   0.730
Project	      12	     104	  51.500	   0.000	   0.000	   0.000	   0.735
Project	      12	     105	  52.000	   0.000	   0.000	   0.000	   0.646
Project	      13	       1	   0.000	  -2.407	   0.000	   2.407	   0.000
Project	      13	       2	   0.500	   0.206	   0.092	   0.226	   0.016
Project	      13	       3	   1.000	  -0.033	   0.025	   0.041	   0.709
Project	      13	       4	   1.500	  -0.055	  -0.033	   0.064	   0.331
Project	      13	       5	   2.000	   0.187	  -0.024	   0.188	   0.000
Project	      13	       6	   2.500	  -0.046	  -0.029	   0.054	   0.204
Project	      13	       7	   3.000	  -0.031	  -0.026	   0.041	   0.347
Project	      13	       8	   3.500	  -0.051	   0.029	   0.058	   0.098
Project	      13	       9	   4.000	  -0.006	  -0.079	   0.079	   0.016
Project	      13	      10	   4.500	   0.022	  -0.009	   0.023	   0.655
Project	      13	      11	   5.000	  -0.010	   0.009	   0.013	   0.866
Project	      13	      12	   5.500	  -0.010	  -0.013	   0.017	   0.766
Project	      13	      13	   6.000	   0.006	   0.028	   0.028	   0.441
Project	      13	      14	   6.500	   0.041	   0.006	   0.042	   0.145
Project	      13	      15	   7.000	  -0.001	  -0.027	   0.027	   0.460
Project	      13	      16	   7.500	   0.034	   0.016	   0.038	   0.186
Project	      13	      17	   8.000	  -0.043	   0.056	   0.071	   0.003
Project	      13	      18	   8.500	   0.005	   0.038	   0.038	   0.094
Project	      13	      19	   9.000	  -0.002	   0.025	   0.025	   0.370
Project	      13	      20	   9.500	  -0.015	   0.009	   0.018	   0.609
Project	      13	      21	  10.000	   0.026	  -0.051	   0.057	   0.015
Project	      13	      22	  10.500	  -0.033	   0.013	   0.036	   0.116
Project	      13	      23	  11.000	   0.028	   0.030	   0.041	   0.053
Project	      13	      24	  11.500	  -0.010	  -0.010	   0.014	   0.647
Project	      13	      25	  12.000	   0.011	   0.005	   0.012	   0.615
Project	      13	      26	  12.500	  -0.011	   0.005	   0.012	   0.540
Project	      13	      27	  13.000	   0.001	  -0.008	   0.008	   0.752
Project	      13	      28	  13.500	   0.007	   0.002	   0.008	   0.774
Project	      13	      29	  14.000	   0.003	   0.012	   0.013	   0.494
Project	      13	      30	  14.500	  -0.013	   0.008	   0.015	   0.388
Project	      13	      31	  15.000	  -0.010	   0.015	   0.018	   0.277
Project	      13	      32	  15.500	  -0.002	  -0.006	   0.007	   0.816
Project	      13	      33	  16.000	  -0.000	  -0.004	   0.004	   0.938
Project	      13	      34	  16.500	  -0.000	  -0.005	   0.005	   0.923
Project	      13	      35	  17.000	   0.002	  -0.003	   0.004	   0.931
Project	      13	      36	  17.500	   0.018	   0.004	   0.019	   0.284
Project	      13	      37	  18.000	   0.004	  -0.003	   0.005	   0.896
Project	      13	      38	  18.500	   0.016	  -0.007	   0.018	   0.268
Project	      13	      39	  19.000	  -0.002	  -0.007	   0.007	   0.848
Project	      13	      40	  19.500	   0.020	   0.018	   0.027	   0.163
Project	      13	      41	  20.000	  -0.018	  -0.026	   0.032	   0.054
Project	      13	      42	  20.500	  -0.013	   0.017	   0.021	   0.263
Project	      13	      43	  21.000	  -0.013	  -0.013	   0.018	   0.364
Project	      13	      44	  21.500	  -0.012	   0.012	   0.017	   0.406
Project	      13	      45	  22.000	  -0.014	  -0.016	   0.022	   0.154
Project	      13	      46	  22.500	  -0.014	   0.004	   0.015	   0.556
Project	      13	      47	  23.000	   0.004	  -0.020	   0.021	   0.228
Project	      13	      48	  23.500	   0.021	   0.021	   0.030	   0.023
Project	      13	      49	  24.000	  -0.004	  -0.031	   0.031	   0.006
Project	      13	      50	  24.500	   0.006	   0.004	   0.008	   0.671
Project	      13	      51	  25.000	  -0.002	  -0.008	   0.008	   0.644
Project	      13	      52	  25.500	   0.003	  -0.004	   0.005	   0.826
Project	      13	      53	  26.000	  -0.002	   0.011	   0.012	   0.313
Project	      13	      54	  26.500	  -0.002	   0.004	   0.004	   0.879
Project	      13	      55	  27.000	   0.013	  -0.005	   0.014	   0.161
Project	      13	      56	  27.500	  -0.003	  -0.008	   0.008	   0.411
Project	      13	      57	  28.000	   0.003	  -0.003	   0.004	   0.789
Project	      13	      58	  28.500	   0.007	   0.005	   0.009	   0.389
Project	      13	      59	  29.000	  -0.003	   0.004	   0.005	   0.729
Project	      13	      60	  29.500	   0.002	  -0.004	   0.004	   0.859
Project	      13	      61	  30.000	   0.011	  -0.002	   0.011	   0.288
Project	      13	      62	  30.500	   0.003	  -0.001	   0.003	   0.849
Project	      13	      63	  31.000	  -0.006	   0.001	   0.006	   0.646
Project	      13	      64	  31.500	   0.002	  -0.006	   0.006	   0.439
Project	      13	      65	  32.000	   0.003	  -0.002	   0.004	   0.786
Project	      13	      66	  32.500	   0.001	   0.007	   0.008	   0.350
Project	      13	      67	  33.000	  -0.003	   0.006	   0.007	   0.421
Project	      13	      68	  33.500	  -0.000	   0.000	   0.000	   0.997
Project	      13	      69	  34.000	   0.003	   0.009	   0.010	   0.102
Project	      13	      70	  34.500	  -0.004	   0.005	   0.006	   0.330
Project	      13	      71	  35.000	  -0.003	   0.003	   0.004	   0.696
Project	      13	      72	  35.500	  -0.001	   0.000	   0.001	   0.945
Project	      13	      73	  36.000	   0.009	  -0.002	   0.010	   0.167
Project	      13	      74	  36.500	  -0.002	  -0.000	   0.002	   0.887
Project	      13	      75	  37.000	  -0.001	   0.002	   0.002	   0.924
Project	      13	      76	  37.500	   0.004	   0.011	   0.012	   0.030
Project	      13	      77	  38.000	  -0.005	  -0.000	   0.005	   0.538
Project	      13	      78	  38.500	  -0.001	   0.002	   0.003	   0.820
Project	      13	      79	  39.000	   0.003	  -0.002	   0.003	   0.729
Project	      13	      80	  39.500	  -0.000	   0.003	   0.003	   0.767
Project	      13	      81	  40.000	   0.006	  -0.026	   0.026	   0.000
Project	      13	      82	  40.500	   0.000	  -0.006	   0.006	   0.399
Project	      13	      83	  41.000	  -0.006	  -0.002	   0.006	   0.314
Project	      13	      84	  41.500	   0.005	   0.001	   0.005	   0.444
Project	      13	      85	  42.000	   0.001	   0.001	   0.002	   0.927
Project	      13	      86	  42.500	  -0.009	   0.001	   0.009	   0.093
Project	      13	      87	  43.000	  -0.000	   0.002	   0.002	   0.930
Project	      13	      88	  43.500	   0.003	   0.001	   0.003	   0.736
Project	      13	      89	  44.000	  -0.005	   0.004	   0.007	   0.277
Project	      13	      90	  44.500	  -0.000	   0.011	   0.011	   0.026
Project	      13	      91	  45.000	  -0.005	  -0.004	   0.007	   0.337
Project	      13	      92	  45.500	   0.005	   0.006	   0.007	   0.150
Project	      13	      93	  46.000	   0.000	   0.002	   0.002	   0.855
Project	      13	      94	  46.500	  -0.004	   0.008	   0.009	   0.067
Project	      13	      95	  47.000	   0.003	  -0.004	   0.005	   0.469
Project	      13	      96	  47.500	  -0.005	   0.006	   0.007	   0.145
Project	      13	      97	  48.000	  -0.009	  -0.001	   0.009	   0.081
Project	      13	      98	  48.500	   0.000	  -0.002	   0.002	   0.914
Project	      13	      99	  49.000	   0.002	  -0.008	   0.008	   0.119
Project	      13	     100	  49.500	   0.002	   0.002	   0.003	   0.805
Project	      13	     101	  50.000	   0.001	   0.004	   0.004	   0.483
Project	      13	     102	  50.500	   0.000	   0.000	   0.000	   0.849
Project	      13	     103	  51.000	   0.000	   0.000	   0.000	   0.759
Project	      13	     104	  51.500	   0.000	   0.000	   0.000	   0.788
Project	      13	     105	  52.000	   0.000	   0.000	   0.000	   0.652
Project	      14	       1	   0.000	   2.834	   0.000	   2.834	   0.000
Project	      14	       2	   0.500	  -0.065	   0.017	   0.067	   0.939
Project	      14	       3	   1.000	  -0.222	  -0.029	   0.224	   0.152
Project	      14	       4	   1.500	   0.010	   0.057	   0.058	   0.814
Project	      14	       5	   2.000	   0.280	  -0.200	   0.344	   0.000
Project	      14	       6	   2.500	   0.087	  -0.039	   0.095	   0.170
Project	      14	       7	   3.000	  -0.026	   0.017	   0.031	   0.826
Project	      14	       8	   3.500	  -0.036	  -0.049	   0.061	   0.349
Project	      14	       9	   4.000	  -0.056	   0.033	   0.065	   0.303
Project	      14	      10	   4.500	  -0.023	  -0.001	   0.023	   0.801
Project	      14	      11	   5.000	  -0.003	   0.042	   0.042	   0.410
Project	      14	      12	   5.500	   0.019	  -0.018	   0.026	   0.712
Project	      14	      13	   6.000	   0.003	   0.026	   0.026	   0.715
Project	      14	      14	   6.500	   0.021	  -0.012	   0.024	   0.723
Project	      14	      15	   7.000	  -0.034	   0.007	   0.035	   0.502
Project	      14	      16	   7.500	   0.011	  -0.004	   0.012	   0.923
Project	      14	      17	   8.000	  -0.074	  -0.014	   0.075	   0.036
Project	      14	      18	   8.500	  -0.001	  -0.010	   0.011	   0.939
Project	      14	      19	   9.000	  -0.009	   0.036	   0.037	   0.291
Project	      14	      20	   9.500	  -0.027	   0.041	   0.049	   0.122
Project	      14	      21	  10.000	   0.003	   0.007	   0.007	   0.971
Project	      14	      22	  10.500	   0.009	  -0.017	   0.019	   0.756
Project	      14	      23	  11.000	  -0.009	   0.008	   0.012	   0.872
Project	      14	      24	  11.500	  -0.033	  -0.045	   0.056	   0.032
Project	      14	      25	  12.000	  -0.046	   0.016	   0.049	   0.020
Project	      14	      26	  12.500	   0.007	  -0.015	   0.017	   0.657
Project	      14	      27	  13.000	   0.041	   0.004	   0.041	   0.067
Project	      14	      28	  13.500	  -0.025	   0.024	   0.035	   0.176
Project	      14	      29	  14.000	  -0.026	   0.023	   0.035	   0.147
Project	      14	      30	  14.500	  -0.013	   0.007	   0.015	   0.681
Project	      14	      31	  15.000	  -0.010	  -0.019	   0.021	   0.441
Project	      14	      32	  15.500	   0.012	  -0.010	   0.016	   0.622
Project	      14	      33	  16.000	  -0.007	  -0.000	   0.007	   0.920
Project	      14	      34	  16.500	  -0.016	  -0.037	   0.040	   0.041
Project	      14	      35	  17.000	  -0.002	  -0.011	   0.011	   0.817
Project	      14	      36	  17.500	  -0.004	  -0.006	   0.007	   0.898
Project	      14	      37	  18.000	  -0.018	  -0.012	   0.022	   0.511
Project	      14	      38	  18.500	  -0.023	  -0.006	   0.024	   0.411
Project	      14	      39	  19.000	  -0.022	  -0.021	   0.031	   0.328
Project	      14	      40	  19.500	  -0.010	   0.031	   0.032	   0.197
Project	      14	      41	  20.000	   0.324	  -0.063	   0.330	   0.000
Project	      14	      42	  20.500	  -0.009	   0.038	   0.039	   0.101
Project	      14	      43	  21.000	   0.014	  -0.033	   0.036	   0.072
Project	      14	      44	  21.500	  -0.002	  -0.024	   0.024	   0.392
Project	      14	      45	  22.000	  -0.012	   0.017	   0.021	   0.465
Project	      14	      46	  22.500	  -0.002	   0.018	   0.018	   0.520
Project	      14	      47	  23.000	  -0.010	  -0.021	   0.023	   0.357
Project	      14	      48	  23.500	   0.009	  -0.008	   0.012	   0.752
Project	      14	      49	  24.000	  -0.010	   0.016	   0.018	   0.499
Project	      14	      50	  24.500	   0.011	   0.028	   0.030	   0.152
Project	      14	      51	  25.000	   0.009	   0.005	   0.010	   0.769
Project	      14	      52	  25.500	  -0.005	  -0.002	   0.005	   0.936
Project	      14	      53	  26.000	  -0.001	   0.021	   0.021	   0.330
Project	      14	      54	  26.500	   0.010	   0.015	   0.018	   0.479
Project	      14	      55	  27.000	   0.005	   0.002	   0.005	   0.918
Project	      14	      56	  27.500	  -0.026	   0.003	   0.026	   0.106
Project	      14	      57	  28.000	  -0.044	   0.008	   0.045	   0.001
Project	      14	      58	  28.500	   0.005	   0.013	   0.014	   0.488
Project	      14	      59	  29.000	  -0.005	  -0.015	   0.016	   0.448
Project	      14	      60	  29.500	  -0.007	  -0.009	   0.012	   0.650
Project	      14	      61	  30.000	  -0.001	  -0.017	   0.017	   0.415
Project	      14	      62	  30.500	  -0.016	  -0.002	   0.017	   0.391
Project	      14	      63	  31.000	  -0.016	   0.010	   0.019	   0.344
Project	      14	      64	  31.500	  -0.009	   0.010	   0.014	   0.521
Project	      14	      65	  32.000	  -0.002	   0.003	   0.003	   0.966
Project	      14	      66	  32.500	  -0.025	   0.002	   0.025	   0.177
Project	      14	      67	  33.000	   0.018	   0.004	   0.018	   0.430
Project	      14	      68	  33.500	   0.003	  -0.004	   0.005	   0.920
Project	      14	      69	  34.000	   0.004	  -0.009	   0.010	   0.732
Project	      14	      70	  34.500	   0.010	  -0.009	   0.014	   0.561
Project	      14	      71	  35.000	   0.001	   0.001	   0.002	   0.988
Project	      14	      72	  35.500	  -0.003	  -0.008	   0.008	   0.794
Project	      14	      73	  36.000	  -0.003	  -0.022	   0.022	   0.140
Project	      14	      74	  36.500	  -0.012	  -0.005	   0.013	   0.421
Project	      14	      75	  37.000	  -0.014	   0.006	   0.015	   0.475
Project	      14	      76	  37.500	   0.004	  -0.005	   0.007	   0.847
Project	      14	      77	  38.000	   0.002	   0.010	   0.010	   0.666
Project	      14	      78	  38.500	   0.017	  -0.006	   0.018	   0.294
Project	      14	      79	  39.000	  -0.014	   0.007	   0.016	   0.335
Project	      14	      80	  39.500	  -0.001	  -0.023	   0.023	   0.137
Project	      14	      81	  40.000	  -0.024	   0.032	   0.040	   0.004
Project	      14	      82	  40.500	   0.011	  -0.015	   0.019	   0.291
Project	      14	      83	  41.000	   0.006	   0.015	   0.016	   0.297
Project	      14	      84	  41.500	   0.013	   0.006	   0.015	   0.431
Project	      14	      85	  42.000	  -0.009	  -0.001	   0.009	   0.675
Project	      14	      86	  42.500	   0.001	  -0.001	   0.001	   0.992
Project	      14	      87	  43.000	  -0.003	  -0.016	   0.016	   0.273
Project	      14	      88	  43.500	  -0.005	  -0.015	   0.016	   0.235
Project	      14	      89	  44.000	  -0.006	   0.009	   0.011	   0.547
Project	      14	      90	  44.500	   0.008	  -0.004	   0.009	   0.662
Project	      14	      91	  45.000	   0.008	   0.008	   0.011	   0.534
Project	      14	      92	  45.500	   0.009	  -0.015	   0.018	   0.241
Project	      14	      93	  46.000	   0.008	  -0.001	   0.008	   0.659
Project	      14	      94	  46.500	   0.005	  -0.004	   0.007	   0.777
Project	      14	      95	  47.000	  -0.007	  -0.002	   0.008	   0.759
Project	      14	      96	  47.500	  -0.004	  -0.000	   0.004	   0.931
Project	      14	      97	  48.000	   0.003	  -0.001	   0.004	   0.941
Project	      14	      98	  48.500	   0.008	  -0.015	   0.017	   0.214
Project	      14	      99	  49.000	   0.007	   0.007	   0.010	   0.591
Project	      14	     100	  49.500	   0.002	  -0.010	   0.010	   0.605
Project	      14	     101	  50.000	  -0.010	  -0.001	   0.010	   0.514
Project	      14	     102	  50.500	  -0.002	  -0.001	   0.002	   0.388
Project	      14	     103	  51.000	  -0.001	  -0.001	   0.002	   0.385
Project	      14	     104	  51.500	  -0.001	  -0.001	   0.001	   0.408
Project	      14	     105	  52.000	  -0.001	  -0.001	   0.001	   0.495
Project	      15	       1	   0.000	   0.978	   0.000	   0.978	   0.000
Project	      15	       2	   0.500	   0.036	   0.061	   0.070	   0.922
Project	      15	       3	   1.000	  -0.101	  -0.056	   0.115	   0.554
Project	      15	       4	   1.500	  -0.060	   0.068	   0.090	   0.610
Project	      15	       5	   2.000	   0.268	  -0.133	   0.299	   0.000
Project	      15	       6	   2.500	   0.017	  -0.020	   0.026	   0.887
Project	      15	       7	   3.000	   0.022	   0.053	   0.057	   0.430
Project	      15	       8	   3.500	  -0.042	  -0.011	   0.043	   0.540
Project	      15	       9	   4.000	  -0.064	   0.046	   0.079	   0.155
Project	      15	      10	   4.500	  -0.019	  -0.018	   0.026	   0.744
Project	      15	      11	   5.000	   0.032	   0.051	   0.060	   0.178
Project	      15	      12	   5.500	  -0.011	  -0.013	   0.017	   0.862
Project	      15	      13	   6.000	   0.031	   0.027	   0.041	   0.444
Project	      15	      14	   6.500	   0.010	  -0.000	   0.010	   0.947
Project	      15	      15	   7.000	  -0.034	   0.011	   0.036	   0.531
Project	      15	      16	   7.500	   0.005	   0.019	   0.020	   0.804
Project	      15	      17	   8.000	  -0.095	  -0.004	   0.095	   0.004
Project	      15	      18	   8.500	   0.014	   0.021	   0.025	   0.693
Project	      15	      19	   9.000	  -0.015	   0.034	   0.037	   0.317
Project	      15	      20	   9.500	  -0.032	   0.012	   0.035	   0.341
Project	      15	      21	  10.000	  -0.007	  -0.013	   0.014	   0.896
Project	      15	      22	  10.500	  -0.007	  -0.013	   0.015	   0.840
Project	      15	      23	  11.000	  -0.005	   0.007	   0.008	   0.935
Project	      15	      24	  11.500	  -0.032	  -0.038	   0.050	   0.045
Project	      15	      25	  12.000	  -0.040	   0.001	   0.040	   0.068
Project	      15	      26	  12.500	   0.012	   0.002	   0.012	   0.791
Project	      15	      27	  13.000	   0.037	   0.011	   0.038	   0.079
Project	      15	      28	  13.500	  -0.025	   0.037	   0.045	   0.025
Project	      15	      29	  14.000	  -0.028	   0.030	   0.041	   0.038
Project	      15	      30	  14.500	  -0.021	   0.005	   0.022	   0.439
Project	      15	      31	  15.000	  -0.004	  -0.000	   0.004	   0.975
Project	      15	      32	  15.500	   0.014	  -0.014	   0.020	   0.543
Project	      15	      33	  16.000	  -0.018	   0.001	   0.018	   0.573
Project	      15	      34	  16.500	  -0.004	  -0.010	   0.011	   0.826
Project	      15	      35	  17.000	   0.006	  -0.005	   0.007	   0.939
Project	      15	      36	  17.500	  -0.001	   0.002	   0.002	   0.995
Project	      15	      37	  18.000	  -0.027	  -0.025	   0.037	   0.233
Project	      15	      38	  18.500	  -0.016	   0.006	   0.017	   0.757
Project	      15	      39	  19.000	  -0.031	  -0.038	   0.049	   0.162
Project	      15	      40	  19.500	   0.017	   0.040	   0.044	   0.183
Project	      15	      41	  20.000	   0.206	  -0.036	   0.209	   0.000
Project	      15	      42	  20.500	  -0.028	   0.033	   0.043	   0.206
Project	      15	      43	  21.000	   0.025	  -0.040	   0.047	   0.163
Project	      15	      44	  21.500	  -0.003	  -0.028	   0.029	   0.501
Project	      15	      45	  22.000	  -0.011	   0.003	   0.011	   0.856
Project	      15	      46	  22.500	   0.004	   0.041	   0.041	   0.181
Project	      15	      47	  23.000	   0.015	  -0.024	   0.028	   0.481
Project	      15	      48	  23.500	  -0.010	   0.006	   0.011	   0.882
Project	      15	      49	  24.000	  -0.000	  -0.014	   0.014	   0.696
Project	      15	      50	  24.500	  -0.010	   0.012	   0.016	   0.639
Project	      15	      51	  25.000	   0.012	  -0.011	   0.017	   0.531
Project	      15	      52	  25.500	   0.014	   0.008	   0.016	   0.460
Project	      15	      53	  26.000	   0.014	   0.002	   0.014	   0.554
Project	      15	      54	  26.500	  -0.002	   0.005	   0.005	   0.920
Project	      15	      55	  27.000	  -0.015	   0.011	   0.018	   0.382
Project	      15	      56	  27.500	  -0.019	   0.002	   0.020	   0.231
Project	      15	      57	  28.000	  -0.023	   0.016	   0.027	   0.084
Project	      15	      58	  28.500	  -0.005	   0.017	   0.017	   0.382
Project	      15	      59	  29.000	  -0.008	  -0.020	   0.021	   0.273
Project	      15	      60	  29.500	  -0.008	  -0.010	   0.013	   0.563
Project	      15	      61	  30.000	   0.020	  -0.004	   0.020	   0.293
Project	      15	      62	  30.500	  -0.014	   0.017	   0.023	   0.149
Project	      15	      63	  31.000	  -0.006	   0.015	   0.016	   0.415
Project	      15	      64	  31.500	  -0.012	   0.010	   0.015	   0.447
Project	      15	      65	  32.000	  -0.014	   0.007	   0.015	   0.537
Project	      15	      66	  32.500	  -0.029	   0.007	   0.030	   0.103
Project	      15	      67	  33.000	  -0.001	   0.002	   0.003	   0.985
Project	      15	      68	  33.500	   0.002	   0.017	   0.017	   0.385
Project	      15	      69	  34.000	   0.010	   0.002	   0.010	   0.740
Project	      15	      70	  34.500	   0.002	  -0.007	   0.008	   0.861
Project	      15	      71	  35.000	  -0.016	  -0.003	   0.016	   0.597
