Name	iCh	iFr	Fr(Hz)	Cos	Sin	Amp	PVal
Project	       4	      84	  41.500	  -0.002	   0.007	   0.007	   0.627
Project	       4	      85	  42.000	  -0.003	   0.002	   0.003	   0.908
Project	       4	      86	  42.500	  -0.009	  -0.000	   0.009	   0.506
Project	       4	      87	  43.000	  -0.009	   0.016	   0.018	   0.099
Project	       4	      88	  43.500	   0.002	  -0.002	   0.003	   0.952
Project	       4	      89	  44.000	   0.001	  -0.004	   0.004	   0.886
Project	       4	      90	  44.500	  -0.001	  -0.006	   0.006	   0.674
Project	       4	      91	  45.000	   0.007	  -0.002	   0.007	   0.557
Project	       4	      92	  45.500	  -0.002	   0.008	   0.008	   0.460
Project	       4	      93	  46.000	   0.003	   0.002	   0.004	   0.892
Project	       4	      94	  46.500	   0.003	  -0.003	   0.005	   0.805
Project	       4	      95	  47.000	   0.006	  -0.007	   0.009	   0.452
Project	       4	      96	  47.500	   0.001	  -0.001	   0.001	   0.990
Project	       4	      97	  48.000	   0.006	   0.016	   0.017	   0.054
Project	       4	      98	  48.500	  -0.001	  -0.002	   0.003	   0.952
Project	       4	      99	  49.000	  -0.006	   0.003	   0.006	   0.697
Project	       4	     100	  49.500	  -0.011	  -0.007	   0.014	   0.127
Project	       4	     101	  50.000	   0.013	   0.013	   0.018	   0.012
Project	       4	     102	  50.500	  -0.000	  -0.001	   0.001	   0.774
Project	       4	     103	  51.000	  -0.000	  -0.000	   0.000	   0.800
Project	       4	     104	  51.500	  -0.000	  -0.000	   0.000	   0.856
Project	       4	     105	  52.000	  -0.000	  -0.000	   0.000	   0.928
Project	       5	       1	   0.000	  -2.166	   0.000	   2.166	   0.000
Project	       5	       2	   0.500	   0.129	   0.138	   0.189	   0.109
Project	       5	       3	   1.000	  -0.044	  -0.022	   0.049	   0.624
Project	       5	       4	   1.500	  -0.033	  -0.042	   0.054	   0.494
Project	       5	       5	   2.000	   0.169	   0.022	   0.171	   0.000
Project	       5	       6	   2.500	  -0.012	  -0.016	   0.020	   0.808
Project	       5	       7	   3.000	   0.008	  -0.046	   0.047	   0.243
Project	       5	       8	   3.500	  -0.033	   0.024	   0.040	   0.266
Project	       5	       9	   4.000	  -0.023	  -0.064	   0.068	   0.048
Project	       5	      10	   4.500	   0.011	   0.025	   0.028	   0.516
Project	       5	      11	   5.000	  -0.034	   0.008	   0.035	   0.362
Project	       5	      12	   5.500	   0.002	   0.005	   0.005	   0.972
Project	       5	      13	   6.000	   0.005	   0.002	   0.005	   0.973
Project	       5	      14	   6.500	   0.019	   0.019	   0.027	   0.390
Project	       5	      15	   7.000	   0.023	  -0.015	   0.028	   0.328
Project	       5	      16	   7.500	   0.037	   0.024	   0.044	   0.050
Project	       5	      17	   8.000	  -0.047	   0.042	   0.063	   0.003
Project	       5	      18	   8.500	  -0.007	   0.044	   0.045	   0.027
Project	       5	      19	   9.000	  -0.008	   0.002	   0.008	   0.882
Project	       5	      20	   9.500	  -0.023	   0.008	   0.024	   0.389
Project	       5	      21	  10.000	   0.013	  -0.035	   0.038	   0.320
Project	       5	      22	  10.500	  -0.000	  -0.016	   0.016	   0.639
Project	       5	      23	  11.000	   0.006	   0.021	   0.022	   0.387
Project	       5	      24	  11.500	   0.008	  -0.024	   0.025	   0.181
Project	       5	      25	  12.000	  -0.008	   0.011	   0.014	   0.429
Project	       5	      26	  12.500	  -0.007	  -0.002	   0.008	   0.805
Project	       5	      27	  13.000	   0.006	  -0.008	   0.010	   0.689
Project	       5	      28	  13.500	  -0.001	   0.005	   0.005	   0.836
Project	       5	      29	  14.000	   0.004	   0.016	   0.016	   0.268
Project	       5	      30	  14.500	  -0.014	   0.011	   0.017	   0.146
Project	       5	      31	  15.000	  -0.010	   0.008	   0.012	   0.453
Project	       5	      32	  15.500	   0.000	   0.006	   0.006	   0.765
Project	       5	      33	  16.000	   0.014	  -0.006	   0.015	   0.324
Project	       5	      34	  16.500	   0.018	  -0.003	   0.018	   0.184
Project	       5	      35	  17.000	  -0.001	  -0.003	   0.003	   0.962
Project	       5	      36	  17.500	   0.003	   0.008	   0.008	   0.666
Project	       5	      37	  18.000	  -0.003	   0.007	   0.008	   0.715
Project	       5	      38	  18.500	  -0.002	   0.008	   0.008	   0.716
Project	       5	      39	  19.000	  -0.014	   0.000	   0.014	   0.323
Project	       5	      40	  19.500	   0.013	   0.004	   0.013	   0.396
Project	       5	      41	  20.000	   0.006	  -0.024	   0.024	   0.091
Project	       5	      42	  20.500	   0.001	   0.007	   0.007	   0.811
Project	       5	      43	  21.000	   0.010	  -0.012	   0.015	   0.313
Project	       5	      44	  21.500	   0.005	   0.005	   0.007	   0.779
Project	       5	      45	  22.000	  -0.006	  -0.012	   0.014	   0.306
Project	       5	      46	  22.500	  -0.009	  -0.009	   0.013	   0.333
Project	       5	      47	  23.000	   0.005	  -0.015	   0.015	   0.154
Project	       5	      48	  23.500	   0.010	   0.013	   0.016	   0.181
Project	       5	      49	  24.000	  -0.011	  -0.005	   0.012	   0.312
Project	       5	      50	  24.500	   0.013	   0.012	   0.018	   0.053
Project	       5	      51	  25.000	   0.002	  -0.006	   0.006	   0.660
Project	       5	      52	  25.500	  -0.005	  -0.005	   0.007	   0.596
Project	       5	      53	  26.000	  -0.000	   0.001	   0.001	   0.995
Project	       5	      54	  26.500	   0.002	   0.005	   0.006	   0.613
Project	       5	      55	  27.000	  -0.003	   0.007	   0.008	   0.410
Project	       5	      56	  27.500	   0.001	  -0.003	   0.003	   0.901
Project	       5	      57	  28.000	   0.006	  -0.000	   0.006	   0.589
Project	       5	      58	  28.500	   0.002	  -0.001	   0.002	   0.951
Project	       5	      59	  29.000	   0.001	   0.005	   0.005	   0.585
Project	       5	      60	  29.500	  -0.002	  -0.003	   0.003	   0.858
Project	       5	      61	  30.000	   0.004	   0.011	   0.011	   0.165
Project	       5	      62	  30.500	   0.004	   0.002	   0.004	   0.728
Project	       5	      63	  31.000	  -0.006	  -0.003	   0.007	   0.452
Project	       5	      64	  31.500	   0.002	   0.004	   0.004	   0.750
Project	       5	      65	  32.000	   0.008	  -0.002	   0.008	   0.250
Project	       5	      66	  32.500	   0.002	   0.007	   0.007	   0.300
Project	       5	      67	  33.000	  -0.004	   0.002	   0.004	   0.644
Project	       5	      68	  33.500	  -0.004	  -0.003	   0.005	   0.438
Project	       5	      69	  34.000	   0.004	   0.002	   0.005	   0.596
Project	       5	      70	  34.500	  -0.001	   0.002	   0.002	   0.918
Project	       5	      71	  35.000	  -0.004	   0.008	   0.009	   0.169
Project	       5	      72	  35.500	   0.002	  -0.002	   0.003	   0.792
Project	       5	      73	  36.000	   0.001	  -0.002	   0.002	   0.864
Project	       5	      74	  36.500	  -0.004	   0.004	   0.006	   0.431
Project	       5	      75	  37.000	  -0.006	  -0.001	   0.006	   0.362
Project	       5	      76	  37.500	   0.000	   0.006	   0.006	   0.406
Project	       5	      77	  38.000	  -0.004	  -0.006	   0.007	   0.223
Project	       5	      78	  38.500	  -0.002	   0.004	   0.004	   0.560
Project	       5	      79	  39.000	   0.002	   0.004	   0.004	   0.627
Project	       5	      80	  39.500	   0.003	   0.001	   0.004	   0.657
Project	       5	      81	  40.000	   0.010	  -0.030	   0.032	   0.000
Project	       5	      82	  40.500	   0.004	  -0.003	   0.005	   0.404
Project	       5	      83	  41.000	  -0.002	   0.002	   0.003	   0.718
Project	       5	      84	  41.500	   0.004	  -0.007	   0.008	   0.137
Project	       5	      85	  42.000	  -0.001	   0.004	   0.004	   0.518
Project	       5	      86	  42.500	  -0.008	  -0.002	   0.008	   0.078
Project	       5	      87	  43.000	  -0.003	   0.008	   0.008	   0.124
Project	       5	      88	  43.500	  -0.001	  -0.001	   0.002	   0.925
Project	       5	      89	  44.000	  -0.001	   0.006	   0.006	   0.263
Project	       5	      90	  44.500	   0.001	   0.005	   0.005	   0.393
Project	       5	      91	  45.000	   0.000	  -0.001	   0.001	   0.957
Project	       5	      92	  45.500	  -0.000	   0.004	   0.004	   0.486
Project	       5	      93	  46.000	  -0.002	   0.002	   0.003	   0.760
Project	       5	      94	  46.500	  -0.008	   0.003	   0.009	   0.062
Project	       5	      95	  47.000	   0.004	  -0.002	   0.004	   0.559
Project	       5	      96	  47.500	  -0.007	  -0.006	   0.009	   0.032
Project	       5	      97	  48.000	  -0.008	  -0.002	   0.008	   0.065
Project	       5	      98	  48.500	  -0.001	   0.002	   0.002	   0.826
Project	       5	      99	  49.000	  -0.007	  -0.000	   0.007	   0.192
Project	       5	     100	  49.500	   0.000	  -0.001	   0.001	   0.938
Project	       5	     101	  50.000	   0.001	  -0.002	   0.002	   0.794
Project	       5	     102	  50.500	   0.000	   0.001	   0.001	   0.626
Project	       5	     103	  51.000	   0.000	   0.001	   0.001	   0.348
Project	       5	     104	  51.500	   0.000	   0.001	   0.001	   0.333
Project	       5	     105	  52.000	   0.000	   0.001	   0.001	   0.215
Project	       6	       1	   0.000	  -2.848	   0.000	   2.848	   0.000
Project	       6	       2	   0.500	   0.119	   0.155	   0.196	   0.118
Project	       6	       3	   1.000	  -0.032	  -0.014	   0.035	   0.818
Project	       6	       4	   1.500	  -0.038	  -0.074	   0.083	   0.189
Project	       6	       5	   2.000	   0.159	   0.012	   0.160	   0.000
Project	       6	       6	   2.500	  -0.019	  -0.005	   0.020	   0.827
Project	       6	       7	   3.000	  -0.028	  -0.044	   0.052	   0.194
Project	       6	       8	   3.500	  -0.046	   0.023	   0.051	   0.193
Project	       6	       9	   4.000	  -0.005	  -0.078	   0.079	   0.023
Project	       6	      10	   4.500	   0.002	   0.012	   0.013	   0.883
Project	       6	      11	   5.000	  -0.030	   0.022	   0.038	   0.370
Project	       6	      12	   5.500	  -0.005	  -0.000	   0.005	   0.976
Project	       6	      13	   6.000	   0.023	   0.021	   0.031	   0.429
Project	       6	      14	   6.500	   0.024	   0.017	   0.030	   0.416
Project	       6	      15	   7.000	   0.010	  -0.012	   0.016	   0.775
Project	       6	      16	   7.500	   0.040	   0.024	   0.047	   0.089
Project	       6	      17	   8.000	  -0.051	   0.041	   0.066	   0.006
Project	       6	      18	   8.500	  -0.013	   0.035	   0.037	   0.131
Project	       6	      19	   9.000	  -0.004	   0.008	   0.009	   0.876
Project	       6	      20	   9.500	  -0.019	   0.010	   0.021	   0.571
Project	       6	      21	  10.000	   0.024	  -0.047	   0.053	   0.052
Project	       6	      22	  10.500	  -0.013	  -0.004	   0.014	   0.721
Project	       6	      23	  11.000	   0.025	   0.032	   0.040	   0.063
Project	       6	      24	  11.500	  -0.007	  -0.012	   0.014	   0.627
Project	       6	      25	  12.000	   0.003	   0.006	   0.006	   0.863
Project	       6	      26	  12.500	  -0.010	   0.000	   0.010	   0.649
Project	       6	      27	  13.000	   0.005	  -0.012	   0.013	   0.500
Project	       6	      28	  13.500	   0.004	  -0.000	   0.004	   0.938
Project	       6	      29	  14.000	   0.005	   0.008	   0.010	   0.632
Project	       6	      30	  14.500	  -0.012	   0.010	   0.016	   0.278
Project	       6	      31	  15.000	  -0.005	   0.012	   0.013	   0.478
Project	       6	      32	  15.500	  -0.002	  -0.002	   0.003	   0.951
Project	       6	      33	  16.000	  -0.001	  -0.012	   0.013	   0.523
Project	       6	      34	  16.500	   0.003	  -0.001	   0.004	   0.952
Project	       6	      35	  17.000	  -0.005	  -0.006	   0.008	   0.756
Project	       6	      36	  17.500	   0.017	   0.008	   0.018	   0.263
Project	       6	      37	  18.000	  -0.006	  -0.008	   0.010	   0.563
Project	       6	      38	  18.500	   0.009	   0.001	   0.009	   0.712
Project	       6	      39	  19.000	  -0.002	  -0.008	   0.008	   0.779
Project	       6	      40	  19.500	   0.018	   0.012	   0.022	   0.244
Project	       6	      41	  20.000	  -0.025	  -0.022	   0.033	   0.064
Project	       6	      42	  20.500	  -0.009	   0.013	   0.016	   0.487
Project	       6	      43	  21.000	  -0.000	  -0.024	   0.024	   0.135
Project	       6	      44	  21.500	  -0.005	   0.015	   0.016	   0.370
Project	       6	      45	  22.000	  -0.011	  -0.016	   0.020	   0.199
Project	       6	      46	  22.500	  -0.019	   0.005	   0.020	   0.226
Project	       6	      47	  23.000	   0.010	  -0.028	   0.029	   0.033
Project	       6	      48	  23.500	   0.018	   0.025	   0.031	   0.016
Project	       6	      49	  24.000	  -0.001	  -0.026	   0.026	   0.014
Project	       6	      50	  24.500	   0.014	   0.007	   0.016	   0.248
Project	       6	      51	  25.000	  -0.001	  -0.015	   0.015	   0.208
Project	       6	      52	  25.500	  -0.000	  -0.007	   0.007	   0.682
Project	       6	      53	  26.000	   0.002	   0.009	   0.009	   0.521
Project	       6	      54	  26.500	   0.003	   0.005	   0.006	   0.722
Project	       6	      55	  27.000	   0.002	   0.005	   0.005	   0.736
Project	       6	      56	  27.500	  -0.001	  -0.005	   0.005	   0.744
Project	       6	      57	  28.000	   0.010	  -0.004	   0.011	   0.179
Project	       6	      58	  28.500	   0.007	   0.002	   0.007	   0.448
Project	       6	      59	  29.000	  -0.002	   0.007	   0.007	   0.461
Project	       6	      60	  29.500	  -0.001	   0.001	   0.001	   0.974
Project	       6	      61	  30.000	   0.013	   0.003	   0.014	   0.084
Project	       6	      62	  30.500	   0.005	  -0.003	   0.006	   0.572
Project	       6	      63	  31.000	  -0.006	  -0.005	   0.008	   0.414
Project	       6	      64	  31.500	   0.006	  -0.005	   0.008	   0.328
Project	       6	      65	  32.000	   0.000	  -0.002	   0.002	   0.912
Project	       6	      66	  32.500	   0.003	   0.006	   0.007	   0.359
Project	       6	      67	  33.000	  -0.008	   0.004	   0.009	   0.207
Project	       6	      68	  33.500	   0.002	  -0.003	   0.004	   0.676
Project	       6	      69	  34.000	   0.003	   0.012	   0.013	   0.016
Project	       6	      70	  34.500	  -0.007	   0.000	   0.007	   0.212
Project	       6	      71	  35.000	  -0.003	   0.003	   0.004	   0.634
Project	       6	      72	  35.500	  -0.000	  -0.000	   0.000	   0.999
Project	       6	      73	  36.000	   0.006	  -0.004	   0.007	   0.256
Project	       6	      74	  36.500	  -0.001	   0.003	   0.003	   0.776
Project	       6	      75	  37.000	  -0.005	  -0.002	   0.005	   0.537
Project	       6	      76	  37.500	   0.001	   0.004	   0.004	   0.655
Project	       6	      77	  38.000	  -0.006	  -0.003	   0.007	   0.266
Project	       6	      78	  38.500	   0.000	   0.001	   0.001	   0.936
Project	       6	      79	  39.000	   0.003	   0.003	   0.005	   0.511
Project	       6	      80	  39.500	   0.004	   0.005	   0.006	   0.289
Project	       6	      81	  40.000	   0.009	  -0.026	   0.028	   0.000
Project	       6	      82	  40.500	   0.001	  -0.006	   0.006	   0.333
Project	       6	      83	  41.000	  -0.004	   0.000	   0.004	   0.578
Project	       6	      84	  41.500	   0.004	  -0.001	   0.004	   0.539
Project	       6	      85	  42.000	   0.004	   0.005	   0.006	   0.223
Project	       6	      86	  42.500	  -0.006	  -0.001	   0.006	   0.315
Project	       6	      87	  43.000	  -0.003	   0.003	   0.004	   0.545
Project	       6	      88	  43.500	   0.002	  -0.003	   0.003	   0.699
Project	       6	      89	  44.000	   0.001	   0.003	   0.003	   0.666
Project	       6	      90	  44.500	   0.002	   0.008	   0.008	   0.085
Project	       6	      91	  45.000	  -0.002	  -0.007	   0.007	   0.114
Project	       6	      92	  45.500	   0.001	   0.005	   0.006	   0.301
Project	       6	      93	  46.000	  -0.003	  -0.002	   0.003	   0.656
Project	       6	      94	  46.500	  -0.004	   0.010	   0.011	   0.012
Project	       6	      95	  47.000	   0.002	  -0.005	   0.006	   0.353
Project	       6	      96	  47.500	  -0.008	   0.000	   0.008	   0.084
Project	       6	      97	  48.000	  -0.008	   0.000	   0.008	   0.075
Project	       6	      98	  48.500	   0.004	  -0.001	   0.004	   0.571
Project	       6	      99	  49.000	  -0.000	  -0.002	   0.002	   0.861
Project	       6	     100	  49.500	  -0.001	   0.004	   0.004	   0.451
Project	       6	     101	  50.000	   0.003	   0.002	   0.003	   0.590
Project	       6	     102	  50.500	   0.001	   0.001	   0.001	   0.422
Project	       6	     103	  51.000	   0.000	   0.001	   0.001	   0.339
Project	       6	     104	  51.500	   0.000	   0.000	   0.001	   0.397
Project	       6	     105	  52.000	   0.000	   0.000	   0.001	   0.328
Project	       7	       1	   0.000	  -2.284	   0.000	   2.284	   0.000
Project	       7	       2	   0.500	   0.119	   0.096	   0.153	   0.171
Project	       7	       3	   1.000	   0.004	  -0.008	   0.009	   0.984
Project	       7	       4	   1.500	  -0.056	  -0.048	   0.074	   0.179
